% degree N
4
% number of nodes
35
% node coordinates
-1.000000000000000E+00 -1.000000000000000E+00 -9.999999999999999E-01
-6.546536707079773E-01 -1.000000000000000E+00 -9.999999999999999E-01
0.000000000000000E+00 -1.000000000000000E+00 -9.999999999999999E-01
6.546536707079771E-01 -1.000000000000000E+00 -9.999999999999999E-01
1.000000000000000E+00 -1.000000000000000E+00 -9.999999999999999E-01
-1.237674930688920E-01 -5.684172125228009E-01 -7.855628343478286E-01 7.682749774862353E-01 9.999999999999903E-01 5.031575669431241E-01 9.393749019849025E-02 1.329302361215375E-02 9.772523693048975E-01 2.001941063357937E-01 1.434810630739788E-01 -4.561203554166873E-01 8.777360399806785E-01 -8.872764279510151E-02 -2.888809252516361E-01 1.073964495701403E-01 6.933212283401164E-01 7.587339320007679E-01 2.773682173088768E-02 -1.000000000000000E+00 -3.367500172684766E-01 -1.453363107973280E-14 6.882694486355652E-02 3.839696726114241E-02 -2.976376015387336E-01 1.446034591550279E-01 -9.304526698748744E-02 -2.510372794159154E-02 5.126711907274946E-01 -1.600788442885359E-01 3.706181299203875E-01 -1.944200431838680E-01 1.000000000000000E+00 -3.324911007942688E-05 1.223982076972794E-02 4.559944710374868E-02 3.947369256739346E-02 7.978857197898991E-02 2.696796677433184E-01 9.999999222986852E-01 1.300345050187912E-01 4.379169460071249E-01 -9.684549066656568E-02 -1.356545828509950E-01 2.661991483047474E-01 -5.295570374499743E-01 3.207151986297764E-03 -3.838046914882807E-03 1.347682899541126E-03 -4.885318968762081E-03 -4.168116571524510E-01 -1.387219387015754E-01 -1.649397420906672E-01 3.638216024626428E-01 -4.525690956877891E-02 1.831931077002601E-02 1.407359461248385E-02 3.610817837397459E-02 -7.555231372395532E-03 2.078668411544119E-02 6.516999624674140E-01 -3.555786683438999E-02 2.712248551557040E-01 2.464045743401445E-01 -5.264210964469993E-01 1.000000000000000E+00 5.335489594454529E-01 5.880390331799858E-01 1.000000000000000E+00 -5.991715897573186E-02 -9.202023138698040E-02 -1.692635026724280E-01 5.923665875160268E-01 9.962937589642858E-02 -2.062460014548665E-01 -7.910211242022404E-01 -3.695676306742842E-01 -3.015416184787818E-02 -6.703481588699683E-03 -9.518524288488259E-01 3.374959066555013E-01 5.037264398479815E-01 1.019655832526503E-01 2.698817825009667E-01 9.855312280854450E-02 -8.863692043969661E-01 -2.104017181110735E-02 5.383825933987392E-01 -7.990382817901324E-01 3.599449301231663E-01 2.959540953590085E-01 1.840171942747222E-01 -7.720046911678093E-01 5.742769914504452E-03 -1.970629032784317E-01 
-3.635926296816303E-02 -2.080026048695473E-01 1.991037953348141E-01 3.278050751759309E-02 -5.205101970926591E-01 -7.144695898652739E-02 2.011805148688115E-01 5.498558733319158E-03 3.925648163151915E-01 -1.347663138197085E-01 2.576221461572694E-01 -4.576193151746150E-01 -1.581584183601999E-01 8.026813273994358E-02 3.289153058052140E-01 -4.043761285229250E-01 -1.730638292189866E-01 1.223488707737047E-01 8.570403948198600E-03 -1.109898974665679E-01 -4.417030597839057E-01 9.999999999999752E-01 -1.975408994695495E-02 -2.407444598006082E-01 -2.494116531127989E-01 -5.166824729140581E-01 1.491811488031507E-02 1.572732211691762E-02 -1.000204563978361E-01 1.076870348035775E-01 -3.640647582223357E-01 -6.179365386679380E-01 -2.676606545139359E-01 1.193053320206848E-01 -8.018173658786866E-02 -1.026144548135981E-01 -2.607099667502400E-02 3.159085177944349E-02 8.793223742370801E-02 -1.751868274462517E-03 -1.664609251987273E-01 1.222058072770365E-01 7.415535470286139E-02 3.821910787738306E-02 5.520162325386998E-01 -2.497134895887633E-02 -9.235321687669197E-01 5.444160983381779E-01 1.740050217770732E-01 4.563205237630360E-01 -3.151862972333170E-01 1.628190610615056E-01 4.770010351763628E-02 -2.407787721493276E-02 -1.417379123494566E-01 5.348262194429535E-03 -4.427608803932027E-02 -2.976370344434332E-02 2.092347040287530E-02 -2.011284241087495E-01 -4.144528059310071E-01 2.673223772628695E-01 -2.221618831733780E-01 -1.379813245520352E-01 1.153265030217889E-01 5.765731960288111E-01 2.038169237701346E-01 6.311476842158551E-01 -2.226274225956319E-01 3.260589415489810E-02 1.056024363079877E-01 7.882918704027795E-03 -4.900103843611436E-01 -2.566221772193687E-03 1.976715414724732E-01 -3.472187536226191E-01 2.547158829141631E-01 3.587316027938368E-01 8.498755020807154E-02 7.204549826956799E-02 -3.120076916696562E-01 -5.091880795236103E-01 3.128844652214418E-02 -7.321422861137925E-02 -1.163668652598792E-01 1.367508538326009E-02 -1.439268801792161E-01 -1.779423071365552E-01 -3.295312227236508E-01 -2.831935650187380E-02 7.791621247163909E-02 6.478612186970608E-01 -1.249905770564527E-01 1.756488268320222E-01 4.613024023274025E-01 
6.024044797353414E-03 1.471817385610646E-02 -3.063342875708062E-02 4.718439087650519E-03 3.806778596543278E-02 5.824066795822950E-03 -5.053665744260872E-02 -4.812738994711442E-01 -2.718034276567442E-02 -1.972348473287228E-02 -6.975512476742301E-03 1.847370092653907E-02 3.396652386337692E-02 4.496366209475701E-01 -2.059684798379580E-01 4.060186029125962E-02 1.484440233319979E-02 1.356806918220028E-02 -7.670900601268347E-01 3.394095533419008E-02 2.161717731991699E-02 -4.827267093260832E-16 5.366822953711364E-01 -1.690741715130935E-03 -6.869095051712351E-03 4.536144130579105E-03 -8.434683939014835E-02 5.036916710910149E-01 3.469542736828111E-02 9.226103603235015E-02 -2.779800301033328E-02 4.269598721131872E-02 5.826794713159309E-02 -9.999999999999893E-01 3.689917888726393E-01 9.506482521816759E-01 -4.144334851551744E-01 5.423534505720393E-01 -1.192330200026945E-01 -5.103390583617280E-02 -1.983574502944778E-01 1.163697584676926E-02 4.949909491874544E-02 -7.068391698928533E-02 9.426316803584927E-03 -1.162496892087707E-01 -1.185159672712964E-02 -3.816730959470364E-02 1.107345309170791E-02 -3.919887186207626E-02 -6.994796562315603E-03 5.681185202164085E-01 -2.997970395814593E-01 -5.396425417826722E-01 8.161971086850297E-01 -1.328754108654716E-01 6.890288191000770E-01 3.638446069993317E-02 -1.974385138037429E-01 -2.689876660252293E-01 -1.985971255029645E-03 1.528701687312705E-01 5.100319769926037E-02 4.688064696865521E-03 -3.312175800146938E-03 -5.374691529982338E-03 -1.091064599388607E-02 9.768242040267638E-02 2.536902711117474E-01 -1.022325813305416E-01 1.063647205355718E-02 -1.926573332289077E-02 -1.084925947968746E-01 1.726237867190250E-03 -1.293492835691479E-01 -4.269102824416510E-02 3.731786839966565E-02 2.122115845450119E-02 4.955031533531361E-02 -3.316583499258277E-01 -8.064678424628743E-02 -1.356994645744363E-01 -5.861893145922779E-02 -3.236060429695387E-03 3.655247906319803E-03 -3.759213194375104E-02 -1.427816853340145E-01 8.989661272781520E-02 -2.777817683132094E-01 -1.260289204316288E-01 6.505286121215943E-02 -1.091910066916944E-01 1.977732456304179E-02 -4.628824887793716E-02 1.259459008825998E-02 
6.024044797353652E-03 1.471817385611173E-02 3.442949224906098E-02 -3.374686921319273E-02 -5.577612680793979E-02 5.824066795822870E-03 -5.239469365330599E-03 -4.812738994711426E-01 -2.943688692612614E-02 -6.397170229704157E-03 1.528605056218675E-02 1.549282293683309E-02 -2.981364214775205E-02 4.496366209475639E-01 -2.059684798379575E-01 -4.360495641224958E-03 -2.815013165003181E-02 -3.080600910533547E-02 -7.670900856245875E-01 3.765439167521788E-02 1.230491184657347E-02 4.600516802569036E-15 -6.779523308500460E-01 -1.636108492989949E-03 -6.872728650575673E-03 -8.133288509132353E-02 5.037214276937033E-02 2.711502223370412E-01 3.469542736828062E-02 9.226103603234960E-02 -2.379362139364698E-02 1.248173396117016E-02 -6.419983123530675E-02 2.716470339419550E-03 -9.999999999999940E-01 9.424218496307898E-01 -4.401203905646405E-01 -5.645130895203153E-01 -1.192330200026730E-01 -5.103389030427258E-02 -1.983789432693661E-01 1.163697584676901E-02 4.521947603166808E-02 3.602039050281917E-02 -7.068391698928844E-02 1.141399153738940E-01 -2.564243905138247E-02 3.068669165393835E-02 -1.077525379507057E-02 -3.515964524121494E-03 -6.675909945983780E-02 5.355175547081635E-01 -9.334064785052051E-02 6.072991013190688E-01 -1.000000000000000E+00 4.047848371569438E-01 3.109711808999198E-01 3.638452829464311E-02 -1.127384636126020E-01 3.101769774163413E-01 5.931178100726985E-03 -4.380848345626304E-02 -1.524532130839989E-01 2.283636964875299E-03 -3.681750186201752E-03 6.993925986348232E-03 1.435349146893929E-02 -9.604930154036799E-02 -2.661523601211056E-01 -1.010581912321876E-01 1.526650266837795E-02 -1.679434777802299E-02 -1.576597653243606E-01 1.344998945761837E-03 3.408361503685226E-02 1.240452386979067E-01 6.036455200301479E-02 -4.955031533531680E-02 -1.101538249476672E-02 3.195993147533204E-01 -1.133195201588042E-01 -1.691340171220069E-01 -5.861747903575085E-02 -1.874642113505487E-03 5.302167381318688E-03 -6.965989294572382E-02 1.157061740666971E-02 -1.864985168361248E-01 3.068037069360059E-01 -1.382066934355116E-01 -4.834064159571471E-02 -7.065638609573090E-02 -4.628824887794169E-02 3.443279115962796E-04 -1.181559751633092E-02 
-3.635926296816330E-02 -2.080026048695826E-01 -2.478111520543730E-01 2.969973758926793E-01 4.929456237009349E-01 -7.144695898652649E-02 -2.880009095392246E-01 5.498558733319735E-03 4.142082286666799E-01 -2.625842953919832E-01 4.410264280145312E-02 -4.480106622884432E-01 4.743251100343594E-02 8.026813273994525E-02 3.289153058052126E-01 -1.654954160568545E-01 3.822876426919113E-01 1.487063597406094E-01 8.570404532684019E-03 -3.230080898912500E-01 8.997959523312074E-02 -9.999999999998439E-01 8.088926917859016E-03 -2.438637369149697E-01 -2.494020948560722E-01 -2.908022208629179E-01 -3.394629456953180E-01 2.105785966265173E-02 -1.000204563978370E-01 1.076870348035788E-01 4.604719051190377E-01 5.148282002125981E-01 2.787453223987494E-01 -3.651915158463222E-02 1.325627877828042E-01 -1.030234933278719E-01 -2.734821761820566E-02 -2.344548302905529E-02 8.793223742360691E-02 -1.751864603999258E-03 -1.661741701832760E-01 1.222058072770364E-01 7.314400543384665E-02 4.230324883105742E-01 2.631104648365998E-01 2.947376971483549E-02 -5.710028951854259E-01 -8.425980779615069E-01 -1.621186164963597E-01 -1.975376090738860E-02 4.821771990000425E-01 1.611775654630904E-01 5.809541706151188E-02 3.367193569528098E-02 1.485989600516662E-01 -1.549817621982735E-02 6.947797645598867E-03 -2.976491440553051E-02 7.783370741955191E-02 1.880141685527234E-01 -4.137491933623412E-01 2.498431602561143E-01 -2.402434528604472E-01 -9.490593125047204E-02 1.516292787332076E-01 -6.383788257979996E-01 -2.487908394650276E-01 -6.220322251173589E-01 1.785162680056414E-01 -1.343868499270867E-02 -7.592822491923590E-02 -8.901325529932978E-02 -4.520698634094466E-01 -3.012259900587769E-03 3.888831416403858E-01 -1.521423113643418E-01 2.905108782071700E-01 -1.583639902256518E-01 -3.575389899216119E-01 -1.114062962534811E-01 -3.211000498827535E-01 -4.857911140961625E-01 3.147424237631218E-02 1.009401299600674E-01 9.430916383001708E-02 2.882070455927687E-02 -2.168275481149501E-01 -4.740075251351955E-02 2.565586351596647E-01 6.927117915165593E-01 1.536515110494353E-02 -1.956540181750332E-01 1.387014534999921E-01 -1.518876249885898E-01 -4.617052804306798E-01 
1.576233200584411E-03 -7.756738954222996E-02 5.166203360155526E-02 -4.970341808316172E-02 -4.015663939881952E-01 -7.130675298145852E-01 -3.772213919927427E-02 -5.417108921722333E-03 1.817160187761327E-01 3.445195139228133E-02 1.748900878398851E-01 -6.748679683308448E-02 1.298683408880779E-01 -1.626261590726131E-02 -4.276258975775789E-02 -3.482472223873356E-03 -2.248185977819882E-02 -2.460295339441024E-02 -2.106096732626278E-04 3.116144994676356E-01 -2.733854607194015E-01 2.080025094705202E-15 -1.786235561383192E-02 -2.038396797290025E-01 -5.498574920438134E-01 -7.847898725804636E-02 4.249039488524846E-02 6.177244045401677E-03 -4.323019232020320E-01 -2.008031946256067E-01 -8.646431001601815E-02 4.535772411034807E-02 -2.332975724487890E-01 -3.124015434418085E-05 1.150027441514377E-02 -7.170306789499378E-02 -5.300077625604340E-02 -1.094787751248077E-01 -3.342275969079492E-02 -8.542388785480356E-01 1.398431207081895E-01 9.492704279413440E-02 -3.666977955676885E-01 2.481209514694311E-01 -4.868953526641175E-01 -5.196892944921109E-01 -4.162500186788654E-01 4.981326444237918E-01 -1.749131424073254E-01 5.616880561893627E-03 2.480964060743540E-01 1.453087563501862E-01 3.264747492899453E-02 5.030304547810470E-03 -1.667341395135552E-01 6.749145151149798E-02 5.184951226086241E-02 -4.600174406074293E-01 -2.324926312277497E-01 6.396562390063846E-01 3.384519987444396E-02 -6.697771177968395E-02 -2.179538874131789E-01 3.434355639061692E-01 -5.003112725486034E-02 9.504012584703178E-02 6.104590933598298E-01 -3.752503217393039E-02 1.913297065104647E-01 1.846792084977481E-01 -3.210310186152839E-02 2.406425870577833E-02 1.133373253362324E-01 9.318482017105977E-02 8.129997891531737E-02 2.621548653444383E-01 2.358353178785407E-02 4.936772441049834E-01 1.097479125204458E-01 -7.375598498729007E-01 2.615147292806701E-01 3.903214259805081E-01 3.115493356425152E-02 3.286838981466942E-02 1.006556804692365E-02 -1.122298833959037E-01 9.481393074579033E-03 -1.419769462326494E-01 8.154267800426735E-01 -3.673275011373106E-01 -1.888596899817493E-02 -1.877914383071913E-01 -5.677544901461311E-01 4.223398435423092E-03 -1.449257361484845E-01 
6.024044797356591E-03 1.471817385610173E-02 -5.218424452843564E-03 2.812888174022594E-02 1.770834084250462E-02 5.824066795822453E-03 5.577612680794058E-02 -4.812738994711435E-01 -2.952269757790985E-02 8.224460538564246E-03 -7.592910908681229E-03 -3.396652386337969E-02 -4.152881715634296E-03 4.496366209475627E-01 -2.059684798379588E-01 -3.624136465003819E-02 1.330572931683003E-02 1.723793992313495E-02 -7.670900662240617E-01 3.485806146201530E-02 1.931733023937791E-02 -2.828613780440316E-15 2.462289882835930E-01 8.059730317321753E-03 -6.866120844201000E-03 7.482032745285588E-02 3.496868353750033E-02 -6.998275055273762E-01 3.469542736828096E-02 9.226103603234882E-02 5.159162440402694E-02 -5.517772117250717E-02 5.931884103692313E-03 9.972835296605660E-01 6.310082111273524E-01 1.000000000000000E+00 4.474974592348401E-01 -4.697593375849101E-02 -1.192330200026584E-01 -5.103328592181291E-02 -1.984015271792250E-01 1.163697584676967E-02 -1.213164239142059E-01 3.466352648646974E-02 6.125760018570560E-02 -6.411859137167624E-03 3.749403577851020E-02 7.480617940766256E-03 -2.981992966371845E-04 3.398484136511802E-02 -1.007275425131505E-02 4.051459264684340E-01 7.322807879162998E-01 -1.585291855619293E-02 1.838028913149595E-01 -2.719094262914797E-01 -1.000000000000000E+00 3.638515430602957E-02 3.101769774163427E-01 -4.118931139111000E-02 5.114334611089627E-03 -1.103375153858049E-01 1.024361116230880E-01 -1.998433950799331E-02 6.993925986352253E-03 -1.619234456370070E-03 -2.633812770666824E-03 -1.633118862309750E-03 1.246208900953906E-02 -1.011525755306822E-01 1.477522771994696E-02 -2.290796419702025E-02 2.661523601211107E-01 1.202045284507693E-03 9.573092080703603E-02 -8.125608719609173E-02 -9.768242040268101E-02 2.832915688080884E-02 -3.853493284054612E-02 1.205903517252250E-02 1.939663044051013E-01 3.048334816964382E-01 -5.861980814898283E-02 -4.057817165732378E-03 5.516644835195432E-03 -8.242615958229145E-02 1.345519829252601E-01 7.610310506994075E-02 -2.902193862279145E-02 2.642356138671393E-01 -1.671221961644409E-02 1.798473927874318E-01 2.651092431490030E-02 4.594392096635277E-02 -7.789925719076784E-04 
1.576233200584598E-03 -7.756738954223875E-02 -4.487107761688084E-02 7.367119587648251E-03 2.740732354882276E-01 -7.130675298145912E-01 -3.638442547888767E-01 -5.417108921722579E-03 2.081815630363294E-01 -1.218437562167732E-01 -8.620135997380229E-02 -8.047151292359289E-02 -1.479583097567277E-01 -1.626261590725971E-02 -4.276258975775598E-02 3.242632543072763E-02 1.185535385394807E-02 1.083602139440886E-02 -2.106090340836750E-04 6.740255396911909E-02 3.390301725077182E-01 3.026664937872018E-14 1.258613123426164E-02 -2.074326012797903E-01 -5.498563324867305E-01 -5.107639104829656E-02 -5.012390409227756E-04 1.200659806773071E-02 -4.323019232020291E-01 -2.008031946256051E-01 -1.010159450023688E-01 1.551541488198501E-01 2.117415319604818E-01 1.150027441514498E-02 -4.243506828969366E-03 -7.001538215919605E-02 -4.773098504558320E-02 1.176001770163520E-01 -3.342275969076704E-02 -8.542388158600973E-01 1.397166558684633E-01 9.492704279413883E-02 -3.839706677445445E-01 -4.868953526641261E-01 6.493174175817221E-02 4.101809336372741E-01 -1.923852621490283E-01 -6.195644376838455E-01 1.797537686265246E-01 2.155753986863458E-01 -1.035572401451310E-01 1.453110352075142E-01 3.263304331157297E-02 4.950131573470104E-03 1.360879225900520E-01 -2.215486729316372E-02 1.148846272526934E-01 -4.600203868455683E-01 -4.071636077786421E-01 -5.547144092446756E-01 2.238371464981707E-02 2.177497026916593E-01 7.658554101804244E-02 4.482369134524418E-01 -4.500899859217865E-02 -7.303642623542149E-02 -4.907242219052249E-01 3.816306740030737E-02 -1.823710490274170E-01 1.896249786958060E-01 -1.260441274423481E-02 3.447213339088206E-02 7.799238117455337E-02 9.398414615498484E-02 -2.613622078154075E-01 -8.743334073287674E-02 1.457953561245917E-02 -2.114295933666346E-01 -4.936772441049790E-01 7.653892592641861E-01 1.861137597473778E-01 3.131623633067025E-01 3.111652394336621E-02 -3.134581933568937E-03 -3.348753728773728E-02 -8.896379689848814E-02 -1.025056591682611E-01 5.855570060540255E-02 -7.382919038114758E-01 -3.349612617335612E-01 2.541518439846350E-02 -2.902092412292841E-01 2.425813267067960E-01 -5.677544901461290E-01 1.544805700688836E-01 
-3.635926296819209E-02 -2.080026048695041E-01 -3.397473625111259E-02 -1.819143842054378E-01 -4.264211563457168E-01 -7.144695898652427E-02 -2.901328696010030E-01 5.498558733319532E-03 3.577141983464282E-01 2.810559000395556E-01 2.484362120819345E-01 3.259912374429926E-01 4.114571504303999E-01 8.026813273994650E-02 3.289153058052175E-01 3.958551243620322E-01 1.180546264458082E-01 -1.825480209082905E-01 8.570403861015747E-03 -1.043948706680385E-01 -4.582415526238009E-01 -9.999999999999264E-01 -2.390725499196409E-02 -1.706275753962790E-01 -2.494005982286548E-01 -2.554419570881690E-01 4.584040783257597E-01 -1.481687570223255E-03 -1.000204563978409E-01 1.076870348035793E-01 1.567027930975530E-01 7.267151411150728E-01 -2.918423713330030E-01 -1.187848626410508E-01 -1.114159304580787E-01 -9.793267870567036E-02 5.569647622143489E-02 -2.431614955746620E-02 8.793223742372284E-02 -1.751387334330926E-03 -1.659032053988486E-01 1.222058072770327E-01 -5.836623640629540E-02 -4.727258439206072E-01 3.006296614407801E-01 6.024271182735157E-02 -2.633664777796017E-01 8.759633249319226E-01 -6.727537609252218E-01 -4.696978672687109E-01 -2.762398527151818E-01 1.629057291382851E-01 4.715124926959240E-02 -2.435642613064613E-02 -6.042157720087322E-02 7.648283386293414E-02 1.071418632349106E-01 -2.977523556660800E-02 1.106479227825122E-01 -1.608635327174374E-01 -4.011653420994520E-01 -2.252426824452728E-01 -1.259106798590181E-01 2.722301534317082E-01 -5.875406923961929E-01 3.204542836096861E-01 6.620358210591522E-02 -2.283476776496156E-01 -5.564828755692263E-01 -2.384315963922344E-03 -2.848566804515379E-02 1.258845290670936E-01 2.849147573853561E-02 -1.263108067484562E-03 -3.618653704759504E-01 -2.513481547181871E-01 -5.078654795612926E-01 3.595622197358949E-01 7.469420247606748E-02 5.779036188488057E-01 8.155687816794120E-02 1.652308179506815E-01 3.122167074203818E-02 -1.358058655657055E-01 2.541217431662969E-02 -3.637031555624854E-02 1.656432243395548E-01 -1.933391308764392E-01 -7.434252050725302E-01 5.116569327229649E-01 1.248089551235448E-01 -4.007611285991123E-01 9.402232357221372E-03 -1.747889910356903E-01 -4.908076307958014E-01 
-3.635926296819193E-02 -2.080026048694953E-01 1.157960342635469E-01 -2.704591155703506E-01 1.533448620256959E-01 -7.144695898652820E-02 -5.699780891668846E-01 5.498558733319261E-03 4.129314988445041E-01 -4.503703682812474E-02 -2.963009295263374E-01 2.910568423510939E-01 -3.360144086724128E-01 8.026813273994578E-02 3.289153058052156E-01 2.448369975988869E-01 -3.532796526709017E-01 -1.221924990538031E-01 8.570404810090150E-03 -3.431168560783295E-01 1.404067877010445E-01 9.999999999999344E-01 2.130371034850581E-02 -1.741397269594439E-01 -2.493775341844861E-01 2.896063983260045E-01 -3.967163339403608E-01 7.173938700326989E-03 -1.000204563978446E-01 1.076870348035812E-01 -7.027321493834023E-01 -1.427316763340693E-01 2.290611951998788E-01 -1.550785154613115E-01 -6.186482187569582E-02 -9.756131578292368E-02 5.685605529748176E-02 2.565091573942564E-02 8.793223742367066E-02 -1.751395713767857E-03 -1.658884082978868E-01 1.222058072770312E-01 -5.605738439544106E-02 4.296134056689274E-01 -3.768182311895108E-01 -6.405235178973100E-02 2.243401347121531E-02 -9.240329359405539E-01 6.746699561254050E-01 -4.942642004657201E-01 -2.350943887438079E-01 1.612468964961547E-01 5.765635537428714E-02 3.400332507713966E-02 1.640303081255536E-02 -1.136384901452949E-02 1.323459167091400E-01 -2.977532267601350E-02 1.525868562212284E-01 1.259078136577327E-01 -4.152778286816216E-01 1.253411849637860E-01 2.367546859456513E-01 2.753287432789174E-01 -5.764425689973112E-01 -5.096876043330319E-02 3.364564792507869E-02 2.123834411220683E-01 5.641136402070157E-01 -1.038080656515563E-02 -6.001181625251497E-02 1.090567209065837E-01 1.344784738672270E-01 -2.656885022590750E-03 2.356313565880562E-01 3.582254050149296E-01 -4.470100655553127E-01 -1.492632553658748E-01 -3.607548326081348E-01 -5.630665257099202E-01 1.570937338499125E-01 2.098276087874798E-01 3.129683828132314E-02 -6.534813308081520E-02 1.106455007768655E-01 1.457052526512208E-02 -7.955119643212284E-02 2.457248966386159E-01 7.149020320297998E-01 -2.519624224304092E-01 -2.881760149340628E-01 5.775176979115495E-01 -8.931465956771421E-02 3.629928028940389E-02 4.931557642090565E-01 
-1.237674930689619E-01 -5.684172125225826E-01 1.178434581130629E-01 -6.416085022017827E-01 -3.174896117021842E-01 5.031575669431329E-01 -1.000000000000000E+00 1.329302361215175E-02 9.763873345980263E-01 3.475909367217855E-01 -8.715575553921144E-02 1.000000000000000E+00 1.222639600194159E-01 -8.872764279510231E-02 -2.888809252516378E-01 8.926035504298924E-01 -3.277123073027074E-01 -4.245603477150361E-01 2.773681982354023E-02 -9.300061051449129E-01 -5.122752371970660E-01 -1.016646018144650E-14 -2.203320799013089E-02 -2.042959446911526E-01 -2.976517837458679E-01 -1.905451630648476E-01 -5.998512012996753E-02 7.035717669343926E-02 5.126711907274852E-01 -1.600788442885328E-01 -8.036099692371031E-01 8.594683211902495E-01 -9.239719154315591E-02 -1.220657165963852E-02 -7.723427408420569E-03 3.700740151231550E-02 -9.298025019293374E-02 2.559574363518556E-03 2.696796677433364E-01 9.999968987596765E-01 1.297813454923953E-01 4.379169460071095E-01 7.362822429402205E-01 -1.305445654538139E-01 -2.306991702101349E-01 7.352630201809983E-02 -4.689455284677626E-03 -9.356160948302659E-04 3.729639229612471E-05 4.154885807300094E-01 2.186269535631971E-01 -2.203180897349451E-01 3.517948594389338E-01 -2.619275125084904E-02 8.318350830721796E-03 -1.230578031657359E-02 -4.525690956877931E-02 3.613188219139954E-02 2.078668411544525E-02 -2.760324805371870E-03 6.527685889850032E-01 5.147800798325862E-02 -6.223130246664147E-02 -5.967686643874714E-01 1.000000000000000E+00 -2.315201018043496E-01 -1.096725003226941E-01 9.998382304307586E-03 -4.682313921162344E-02 -5.456399999670926E-02 -6.415677376823167E-02 1.774801945510942E-01 -9.999999999999204E-01 1.005438377760199E-01 -6.005983434034118E-01 5.222732308382740E-01 5.980374154842769E-01 1.723988991427130E-02 -2.345068025919533E-02 -3.591503920274366E-02 -5.776836477428992E-01 -9.078758199815208E-01 1.014440247078553E-01 -2.189968112662890E-01 1.465810791287313E-01 -8.411324622776043E-01 -4.568195954934435E-01 -3.921354811870408E-01 7.558461468074801E-02 -6.881741195395491E-01 1.023165947897594E-01 -4.683937920844083E-01 4.421545086369724E-01 7.662619212533104E-01 -1.299219422818504E-02 
7.301203610692282E-01 -5.684172125227347E-01 6.185335234550502E-02 -5.619557315267774E-02 -6.825103882979231E-01 5.031575669429708E-01 9.060625098014090E-01 1.329302361215807E-02 -8.641586947153017E-02 -9.520039386647029E-01 -4.771652500780411E-01 -5.438796445832610E-01 -9.999999999998572E-01 -8.872764279511249E-02 -2.888809252516417E-01 1.000000000000000E+00 3.656089210373777E-01 3.341735842858328E-01 -8.242119502804839E-02 4.121404474037466E-01 -5.155890211932332E-01 -4.260014732107957E-15 3.936494005955605E-03 5.157302200724515E-01 -5.977915318204603E-02 -2.800356063302247E-02 3.658947159558992E-01 2.855880750126431E-03 5.126711907274988E-01 -1.600788442885050E-01 -4.329918393159713E-01 6.650482780063505E-01 9.076028084563617E-01 1.223982076972527E-02 -4.516393361292411E-03 -1.027111063057573E-01 1.058966856571267E-02 1.022930278589035E-02 2.696796677441413E-01 3.286449202646673E-01 -4.127725713350780E-01 4.379169460071158E-01 -4.323009846955657E-01 2.661991483047410E-01 -3.549997809469277E-02 9.692365523048444E-01 -1.482303298373425E-03 -4.773663009715224E-03 1.384979291843536E-03 -1.438169872520555E-02 -5.333422142349851E-02 -2.884453068723182E-01 -2.561221797175873E-01 -2.600967253343223E-01 -3.693855873805505E-02 6.013530453453678E-03 -3.118331495629187E-02 -7.178388129994194E-01 -1.323145274302822E-02 -1.802635931007010E-02 -7.085478265203828E-03 -6.808100039607832E-01 -2.296305937016489E-01 1.839491668768833E-01 -4.735789035529797E-01 -7.684798981956673E-01 -1.271789824787903E-01 5.980374154842840E-01 -9.531768607882581E-01 1.715854663616692E-01 -1.277896328725955E-03 2.939779904440975E-02 4.076334124838795E-01 6.766685375751381E-01 4.526294017038563E-01 1.405449860709807E-01 2.284697848099730E-01 1.291427193362501E-02 3.015416184791773E-02 -9.877674680515904E-01 -2.401877410873880E-01 -4.041493801335662E-01 -2.732345720069400E-01 -1.246080568532604E-02 3.409180758200264E-02 9.881427036696440E-01 -5.427864202649658E-01 4.509280219859382E-01 -7.234536671094404E-01 -3.282291894164712E-01 3.982706901487795E-01 -2.843765978097107E-01 -3.298501825307748E-01 7.720046911678377E-01 -2.100550975065501E-01 
