% degree N
4
% number of nodes
35
% node coordinates
-1.000000000000000E+00 -1.000000000000000E+00 -9.999999999999999E-01
-6.546536707079773E-01 -1.000000000000000E+00 -9.999999999999999E-01
0.000000000000000E+00 -1.000000000000000E+00 -9.999999999999999E-01
6.546536707079771E-01 -1.000000000000000E+00 -9.999999999999999E-01
1.000000000000000E+00 -1.000000000000000E+00 -9.999999999999999E-01
-7.500000000000000E-01 -2.500000000000000E-01 0.000000000000000E+00
-1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00
-1.000000000000000E+00 -1.000000000000000E+00 2.500000000000000E-01
-7.500000000000000E-01 -1.000000000000000E+00 2.500000000000000E-01
-5.000000000000000E-01 -1.000000000000000E+00 2.500000000000000E-01
-2.500000000000000E-01 -1.000000000000000E+00 2.500000000000000E-01
-1.000000000000000E+00 -7.500000000000000E-01 2.500000000000000E-01
-7.500000000000000E-01 -7.500000000000000E-01 2.500000000000000E-01
-5.000000000000000E-01 -7.500000000000000E-01 2.500000000000000E-01
-1.000000000000000E+00 -5.000000000000000E-01 2.500000000000000E-01
-7.500000000000000E-01 -5.000000000000000E-01 2.500000000000000E-01
-1.000000000000000E+00 -2.500000000000000E-01 2.500000000000000E-01
-1.000000000000000E+00 -1.000000000000000E+00 5.000000000000000E-01
-7.500000000000000E-01 -1.000000000000000E+00 5.000000000000000E-01
-5.000000000000000E-01 -1.000000000000000E+00 5.000000000000000E-01
-1.000000000000000E+00 -7.500000000000000E-01 5.000000000000000E-01
-7.500000000000000E-01 -7.500000000000000E-01 5.000000000000000E-01
-1.000000000000000E+00 -5.000000000000000E-01 5.000000000000000E-01
-1.000000000000000E+00 -1.000000000000000E+00 7.500000000000000E-01
-7.500000000000000E-01 -1.000000000000000E+00 7.500000000000000E-01
-1.000000000000000E+00 -7.500000000000000E-01 7.500000000000000E-01
-1.000000000000000E+00 -1.000000000000000E+00 1.000000000000000E+00
% plot node interpolation matrix
1.000000000000000E+00 2.235556468710672E-16 -2.766301532151414E-17 -3.869166859999967E-17 -1.877903952457624E-17 -2.802412561543253E-17 2.358122521344293E-16 -2.477889827001720E-17 -4.751701677477268E-17 -1.057273410412431E-16 -3.959962692353910E-17 -1.038535800471682E-17 1.854560681500927E-16 -1.407021534431531E-16 -7.270071859065845E-17 -1.058494698522543E-15 -2.265155931066760E-16 2.230100844301548E-16 -1.130531208397112E-16 1.034321774706770E-16 -2.817027621779647E-16 2.561219266842422E-16 -1.570187885700624E-16 2.318662251593256E-16 8.926638059236704E-17 5.216254087667786E-16 1.011364030774988E-16 -8.403911374672754E-17 1.106743579175139E-16 -1.234447077963026E-16 -5.579829554897665E-17 -3.163430358689901E-16 5.270428138685079E-17 1.904282676884271E-17 7.377105060465797E-17 
1.538085937500002E-01 9.410082208063211E-01 -1.367187499999998E-01 6.387459169367937E-02 -2.197265625000011E-02 -2.711261853621033E-17 1.776415169134969E-16 -2.877462866846741E-17 3.352276185064164E-17 -7.460018357399283E-17 -3.629362222600926E-17 -4.025562945891697E-17 1.006481756711177E-16 -5.155590351033353E-17 -7.587850240469548E-17 -5.007694661615587E-16 -7.619646440202372E-16 2.729670933265770E-16 -1.586273383236607E-16 -7.944289619865651E-17 5.483145014937431E-17 1.194753999504630E-16 -1.109216368195899E-16 1.558877166335926E-16 9.573527338009488E-17 3.499710308437401E-16 3.664181358446729E-16 -7.843600477464436E-17 6.135284132502591E-17 -1.040045479790751E-16 -5.351301479302100E-17 -3.156183886272863E-16 -1.924094806161806E-17 2.551171955657060E-17 9.288689755429226E-17 
-1.171875000000001E-01 8.840317166357953E-01 3.125000000000005E-01 -1.184067166357952E-01 3.906250000000003E-02 -7.213605791485846E-17 1.671460309311274E-16 1.497567383250638E-16 -7.333000849521757E-17 -1.253380498927868E-16 -1.273799895063267E-16 5.826568069496493E-17 1.897954653631886E-16 -1.052108113524493E-16 -8.799588136872073E-17 -2.739445377037130E-16 -8.122865517209328E-16 1.842169394337476E-16 -2.269515046619117E-16 -2.178574810474046E-16 3.115519120513948E-16 1.414735822972156E-17 -1.059273443509295E-16 1.280988450921145E-16 1.006699786303439E-16 2.355748062874535E-16 4.504377441272279E-16 -2.321067587061816E-17 2.223414680496382E-17 -8.768043253183068E-17 -5.176972002608636E-17 -2.702188461454937E-16 -8.160280610892476E-17 3.044642480681965E-17 9.632063699175680E-17 
-1.000976562500002E-01 4.328909166473721E-01 8.007812500000006E-01 -1.936331041473717E-01 6.005859374999981E-02 2.683360925685248E-17 3.180735846107150E-17 -6.700021112899462E-17 1.664343497861226E-16 -1.635213994403458E-16 -1.429537326066122E-17 6.090947868978266E-17 1.109172550971266E-16 -7.567181292783754E-17 -7.227785655956603E-17 -5.634331234033200E-18 -7.308617809808566E-16 -4.127166512695205E-16 -6.665142436773403E-18 -1.953813233058545E-16 2.078077841763270E-16 9.017081377213694E-17 -1.397704483960537E-18 3.278079556223080E-17 9.867579909079876E-17 1.518183833243311E-16 5.236523898176445E-16 9.645487659394972E-17 1.306224831656346E-17 -6.929694370634483E-17 -5.247420845636129E-17 -2.672786750369489E-16 -1.407827231074260E-16 2.845224526727444E-17 1.147762807139276E-16 
4.581035796258116E-16 3.725927447851119E-17 1.000000000000000E+00 2.231135404375917E-16 -8.059900079291097E-17 -9.770731927684262E-17 1.756992727188717E-16 5.675059107031267E-17 6.333072054346988E-18 -1.131827980656892E-16 -1.625328280239482E-16 1.047705860529417E-16 6.568651118914129E-17 8.238074981292832E-18 -8.244561009951585E-17 2.269300536724468E-17 -5.016139164046149E-16 -6.776876525183528E-16 -1.299773629946258E-17 8.224953692027718E-18 -8.306071656411974E-18 9.175331864406957E-17 3.355897314716040E-17 1.701317804347065E-17 9.452163790267965E-17 5.959863290576284E-17 5.487518381636183E-16 1.768714839915451E-16 -1.342860641529464E-17 -2.361702886212595E-17 -5.394175861244928E-17 -2.056331079939515E-16 -2.156222625421288E-16 2.429808407915535E-17 1.199853298094867E-16 
6.005859374999998E-02 -1.936331041473718E-01 8.007812500000002E-01 4.328909166473722E-01 -1.000976562500001E-01 6.755064457482267E-17 -7.826214120784918E-17 8.208513968449686E-17 4.742133192569784E-17 -5.468721374896972E-17 -1.583274626064738E-16 9.199009590426453E-17 2.559942318019850E-17 2.477341587565040E-17 -7.388548699891982E-17 1.500913222537383E-16 -3.353192927915729E-16 -1.012566061184725E-15 6.091055287035333E-18 1.588135155935212E-16 -1.589894718642520E-16 8.423074951528329E-17 1.365098049877942E-16 -7.255825795333075E-17 9.162518718495388E-17 2.409512087312342E-17 5.258840495263561E-16 2.720910310908746E-16 -8.088904914374751E-17 5.722280971015946E-17 -5.496499447413335E-17 -1.410491391118802E-16 -2.946335437473613E-16 2.140163336142954E-17 1.258031107995459E-16 
3.906249999999996E-02 -1.184067166357950E-01 3.125000000000002E-01 8.840317166357953E-01 -1.171874999999999E-01 1.204218224770675E-16 -2.126127566000102E-16 1.742358534177052E-16 4.616397247081289E-17 -3.255784492079204E-17 -1.189015015262979E-16 3.778462354911879E-17 -2.970978543662584E-17 7.356591069568247E-17 -7.268294129124001E-17 1.998422254983113E-16 -2.345978930786974E-16 -1.043154217746765E-15 -9.764981674819841E-17 7.937690683661221E-17 -5.280905200211445E-17 6.285461340682121E-17 1.930467963760961E-16 -1.385231615485537E-16 9.366619736188048E-17 -1.322774081578870E-16 5.702191253478660E-16 3.689783242386245E-16 -1.810285198744450E-16 1.479343682339359E-16 -5.424396207599425E-17 -9.810283479595016E-17 -3.358000245764018E-16 2.344264353835617E-17 1.241874140805355E-16 
-2.197265625000003E-02 6.387459169367941E-02 -1.367187500000001E-01 9.410082208063210E-01 1.538085937500004E-01 6.851687632174926E-17 -2.676334406710855E-16 4.496253722238188E-16 -1.164564888411683E-16 -8.358973371107140E-17 -1.677352087021872E-16 9.167902972934223E-17 4.114470707018360E-17 2.794327023765558E-17 -8.050516671809318E-17 2.125114813048811E-16 -2.574193683707741E-16 -6.128179104684289E-16 -5.194386786789972E-16 2.286875527497433E-16 -6.223194902915509E-17 -7.750948553359024E-17 1.419246917731723E-16 -8.656438436493052E-17 9.348506953479815E-17 -1.197676104927817E-16 3.672035266335203E-16 4.703107715095065E-16 -1.655516158911774E-16 1.332941368313676E-16 -5.430794952348835E-17 -3.460480818226407E-17 -3.346037839830018E-16 2.326151571127384E-17 1.049127346302601E-16 
3.026488754059306E-16 0.000000000000000E+00 5.885932858756625E-17 3.913123199205604E-17 1.000000000000000E+00 -1.563951543988062E-16 9.292753658488806E-17 8.603570360860352E-17 1.105442224784007E-16 -2.177954596037384E-16 -5.421413768993262E-17 1.218792794097847E-16 2.199697305037677E-17 2.293393021844812E-17 -7.267773030538358E-17 1.937484541144749E-16 -3.131956710238581E-16 2.230100844301547E-16 -1.280889416753091E-15 2.812009042526974E-16 -2.660717437313628E-16 6.351236694366725E-17 3.287067031915527E-16 -2.552471672134442E-16 8.956684152260878E-17 -1.267313853428771E-16 1.135294504163906E-16 5.694799453009167E-16 -1.012130584381277E-16 8.705480794818430E-17 -5.569215101940572E-17 -7.030816953935488E-19 -2.714339923336296E-16 1.934328769908454E-17 7.638746175742918E-17 
1.538085937500001E-01 0.000000000000000E+00 -7.391349372732742E-18 2.186541843054232E-16 -2.994583487657315E-16 9.410082208063210E-01 8.350011472991468E-17 -1.261288032132674E-16 6.186913848656820E-18 -1.367187499999993E-01 1.606877653338361E-16 -8.619129914109869E-17 6.387459169367911E-02 -4.841964699257245E-17 -2.197265625000001E-02 -6.296570832911343E-16 6.256722512395607E-17 -1.115050422150773E-16 3.075946831873761E-17 -3.987115197463159E-16 -5.004107426693902E-16 3.166183644719484E-16 1.304179475983256E-16 1.219275333183224E-16 1.885388495947799E-17 3.863161704619508E-16 6.058453261595738E-17 3.681848272776237E-18 3.729745148106857E-16 -2.033424686764370E-16 -1.423445998743679E-17 -3.165312546748713E-16 3.064202863303399E-17 -3.200585130119282E-17 9.654794588535486E-17 
-8.204463556203462E-02 3.780744597830780E-01 -1.453426507884039E-01 1.008485365827197E-01 -4.212112958452326E-02 3.780744597830779E-01 6.787889110347507E-01 -1.280762410199627E-01 2.772670190462300E-02 -1.453426507884039E-01 -1.280762410199624E-01 2.103637077222267E-02 1.008485365827195E-01 2.772670190462288E-02 -4.212112958452315E-02 -2.050114283383680E-16 -4.457118318676641E-16 4.232294268956725E-17 -2.779817472813106E-17 -5.996167906803488E-16 -2.947654942126497E-16 2.557128469575500E-16 2.614731117303641E-16 8.586274667902650E-17 -2.502291259267239E-17 3.051679942611877E-16 2.170231325385479E-16 3.730401807460983E-17 2.696713036529878E-16 -1.577560658841185E-16 -2.100659312188636E-17 -3.005097674962474E-16 -3.231815668354190E-17 -1.840466492161080E-17 1.066495213406540E-16 
-5.995666144422001E-02 2.187050419050106E-01 1.223455820193267E-01 -5.852088129534749E-02 2.391215703329082E-02 6.524236091406348E-02 8.623598010396799E-01 5.549464898496628E-02 -1.624590530544261E-02 -1.216739107937976E-01 -2.134604016999377E-01 5.642610766829180E-03 1.132904771767485E-01 5.841852583970285E-02 -5.555344514087199E-02 -8.096369659797912E-17 -3.990799746252538E-16 -1.308073684071771E-16 -4.703641706295356E-17 -3.370495052797060E-16 -5.219652635789150E-16 1.890016832789367E-16 2.691648890159736E-16 1.477241667095898E-16 -5.027988760659636E-17 2.164383982526742E-16 3.076044052447922E-16 9.100541422972872E-17 1.940804813183122E-16 -8.583986618654006E-17 -2.686202643972212E-17 -2.597827763683686E-16 -1.033968630303414E-16 -1.746133100563723E-17 1.154038014231819E-16 
2.605265865794006E-02 -3.985056899413056E-02 3.655646984231919E-01 -1.507409382742737E-01 6.399471729894450E-02 -6.184827005450579E-02 7.120857004257302E-01 3.893396396038450E-01 -6.755762737641323E-02 -7.945708432830646E-02 -2.561524820399254E-01 -3.243672570405562E-02 1.066998387408595E-01 8.657604654014624E-02 -6.226960291904634E-02 -5.565415028760149E-17 -1.865884070141118E-16 -5.073880990302905E-16 8.297394348750476E-17 -1.690880058119790E-16 -4.324400586226336E-16 -5.157877315554350E-17 2.138898738587797E-16 1.957737862941680E-16 -4.884716869628212E-17 1.054063795099288E-16 3.714925283193489E-16 1.790167567979652E-16 9.347178390703761E-17 -2.566873118817256E-18 -2.749650936353386E-17 -2.068300459903051E-16 -1.761208844693026E-16 -1.414093791402256E-17 1.204077255627393E-16 
6.399471729894449E-02 -1.507409382742738E-01 3.655646984231919E-01 -3.985056899413031E-02 2.605265865793991E-02 -6.755762737641330E-02 3.893396396038448E-01 7.120857004257302E-01 -6.184827005450545E-02 -3.243672570405581E-02 -2.561524820399252E-01 -7.945708432830631E-02 8.657604654014642E-02 1.066998387408593E-01 -6.226960291904647E-02 -4.157995470205210E-17 6.963365119231320E-17 -8.049295742340371E-16 9.742738131925114E-17 -5.903954201890921E-17 -3.469458568013647E-16 -2.126448377984861E-16 2.403487772706972E-16 1.290052640808170E-16 -3.322879254111442E-17 8.842052834723504E-18 3.260725736283590E-16 3.213702827713392E-16 2.366137786437177E-18 8.487450188922949E-17 -2.587398352738990E-17 -1.206482197147011E-16 -2.552988234536406E-16 -1.398248207291342E-17 1.185944007755685E-16 
2.391215703329090E-02 -5.852088129534742E-02 1.223455820193265E-01 2.187050419050108E-01 -5.995666144422041E-02 -1.624590530544266E-02 5.549464898496605E-02 8.623598010396798E-01 6.524236091406382E-02 5.642610766828929E-03 -2.134604016999378E-01 -1.216739107937973E-01 5.841852583970304E-02 1.132904771767483E-01 -5.555344514087199E-02 -1.672974676639703E-17 2.353634846972735E-16 -9.373826426625248E-16 3.248381704681822E-17 1.631928415742127E-16 -3.304717465597970E-16 -4.170542903968559E-16 2.340144474896656E-16 8.293021152717446E-17 -1.101242023942561E-17 -3.204706540459319E-17 2.718416718770290E-16 3.929297965975564E-16 -1.531943390916925E-17 1.171898406763391E-16 -2.322157116316541E-17 -1.035340553275305E-16 -2.606880747589930E-16 -1.760858432740429E-17 1.163379588478681E-16 
-4.212112958452337E-02 1.008485365827198E-01 -1.453426507884041E-01 3.780744597830782E-01 -8.204463556203456E-02 2.772670190462294E-02 -1.280762410199631E-01 6.787889110347508E-01 3.780744597830780E-01 2.103637077222273E-02 -1.280762410199627E-01 -1.453426507884035E-01 2.772670190462294E-02 1.008485365827195E-01 -4.212112958452319E-02 1.339290917779996E-16 3.674287954916200E-17 -5.621494425509529E-16 -2.835437328473918E-16 9.832898392081366E-17 -2.691599611842760E-16 -3.880935116754939E-16 2.604090127924310E-16 -2.869109466452677E-18 1.365209845046646E-17 -1.542209745880077E-17 1.661193891847027E-16 4.181610046091434E-16 4.984767473315314E-18 1.185519800439498E-16 -1.955191091864513E-17 -7.566698160180552E-17 -2.568595685581880E-16 -2.220405418257533E-17 1.082569659355193E-16 
5.259990124142465E-16 0.000000000000000E+00 -9.517961041319817E-17 9.205779068417116E-17 1.538085937500000E-01 -1.439532073141213E-16 1.044959202653940E-16 8.164857530914665E-17 9.410082208063208E-01 -1.152396684497734E-16 -1.200594326104135E-16 -1.367187499999993E-01 1.314077807102624E-16 6.387459169367903E-02 -2.197265624999996E-02 3.035142024101503E-16 -1.053091778415839E-16 -1.115050422150774E-16 -7.340875997348251E-16 5.121459361829860E-17 -2.209468376831023E-16 -3.900652524327398E-16 3.742119411333745E-16 -1.627139311034134E-16 3.331267109228310E-17 -1.844153958960455E-17 -1.387174203591756E-17 5.016264764544762E-16 1.824414042415700E-17 1.379919025303095E-16 -1.604423237008799E-17 1.673005828305860E-17 -2.969962298973260E-16 -2.825594382146725E-17 9.449979562301823E-17 
-1.171875000000002E-01 7.451854895702239E-17 -8.976433982805264E-17 3.814936899873837E-17 -5.671411728367951E-17 8.840317166357954E-01 -4.455524385353829E-18 6.469938779056691E-17 -1.051596547705346E-16 3.125000000000006E-01 3.181991101778220E-17 -4.790693144956845E-17 -1.184067166357953E-01 7.012094053895409E-17 3.906250000000010E-02 -2.548547908218715E-16 -5.342038681344485E-17 -8.362878166130801E-17 1.352670820706533E-16 -8.268502351283180E-16 -2.187231322448669E-16 3.396632075589422E-16 2.649450464447318E-17 -8.256465162551439E-17 6.393866268628264E-17 3.379195162622235E-16 -7.971652751229403E-17 3.520160759384070E-17 4.875365280719255E-16 -4.020965877179911E-17 -5.614449449137191E-17 -2.804082285420975E-16 1.716641141172489E-17 -1.077344959631361E-16 1.128319859611017E-16 
-5.995666144421999E-02 6.524236091406360E-02 -1.216739107937977E-01 1.132904771767486E-01 -5.555344514087205E-02 2.187050419050106E-01 8.623598010396798E-01 -2.134604016999381E-01 5.841852583970297E-02 1.223455820193267E-01 5.549464898496660E-02 5.642610766829052E-03 -5.852088129534781E-02 -1.624590530544272E-02 2.391215703329118E-02 -3.028017444239034E-17 -3.153281927878910E-16 4.186524963114769E-17 4.585722774469333E-17 -6.212732931713643E-16 -5.319266065296995E-16 3.396734740539927E-16 1.134428716880797E-16 1.525433729568091E-17 -1.601286074516604E-17 2.548973202212760E-16 1.043113722171155E-16 2.001062643479119E-17 4.113236241748208E-16 1.151606547473567E-17 -6.523233001519679E-17 -2.474089190795968E-16 -6.242931779285194E-17 -1.029108835678021E-16 1.248736295653293E-16 
3.473687821058686E-02 -6.779922603242429E-02 2.407174272992365E-02 -2.936073302227607E-02 1.482195125326537E-02 -6.779922603242428E-02 9.494476005676405E-01 8.879143837594602E-02 -1.922209555751112E-02 2.407174272992377E-02 8.879143837594651E-02 -6.790634272074347E-03 -2.936073302227631E-02 -1.922209555751140E-02 1.482195125326551E-02 -1.100558046276481E-17 -1.630355010039936E-16 -1.901332026429718E-16 9.035331712592499E-17 -3.932586066014381E-16 -6.344308641615864E-16 1.911762669856510E-16 1.131261316792311E-16 8.071968760033776E-17 -4.682404394873441E-17 1.738416211398923E-16 1.577890523178529E-16 9.082291917293262E-17 3.244391685227422E-16 7.744494185334791E-17 -6.744455600149326E-17 -1.949333166285305E-16 -1.300443238145488E-16 -9.979859682251358E-17 1.284833494842369E-16 
6.596277907341679E-02 -1.264298207182691E-01 1.091119605711641E-01 -1.264298207182688E-01 6.596277907341684E-02 -1.042014756840759E-01 5.840094594057674E-01 5.840094594057674E-01 -1.042014756840758E-01 -9.810626492460091E-03 9.989036817293985E-02 -9.810626492459640E-03 -1.992742128639329E-02 -1.992742128639348E-02 1.179188265992388E-02 -7.715559642272774E-17 1.843053182295861E-16 -5.235571382087749E-16 1.194160922012346E-16 -1.094696696146609E-16 -7.934810917914172E-16 8.564126506068893E-17 8.940423867933597E-17 1.041284998564912E-16 -4.630876869961633E-17 5.153155175630330E-17 1.898954692302870E-16 1.879913468017882E-16 1.863527512605377E-16 2.195407254035968E-16 -6.616754697492393E-17 -1.202370461145644E-16 -2.112998384296976E-16 -1.022814369959886E-16 1.310370252936039E-16 
1.482195125326551E-02 -2.936073302227612E-02 2.407174272992370E-02 -6.779922603242428E-02 3.473687821058684E-02 -1.922209555751117E-02 8.879143837594593E-02 9.494476005676404E-01 -6.779922603242411E-02 -6.790634272074581E-03 8.879143837594661E-02 2.407174272992388E-02 -1.922209555751124E-02 -2.936073302227648E-02 1.482195125326560E-02 -2.610423244292615E-17 1.188463086496175E-16 -4.536562883931251E-16 6.101236684444965E-17 4.005212976438849E-17 -5.238387011241684E-16 -2.765278737741416E-16 2.446245043601659E-17 9.063845421395332E-17 -1.781660174551869E-17 -1.961874206447417E-18 1.071624587785389E-16 3.042339679856291E-16 8.988381580336934E-17 2.996032011627188E-16 -5.967783534882388E-17 -5.295813159278357E-17 -2.566456759517332E-16 -9.977889032945826E-17 1.240905974652748E-16 
-5.555344514087229E-02 1.132904771767488E-01 -1.216739107937977E-01 6.524236091406366E-02 -5.995666144422038E-02 5.841852583970330E-02 -2.134604016999386E-01 8.623598010396799E-01 2.187050419050107E-01 5.642610766828968E-03 5.549464898496671E-02 1.223455820193270E-01 -1.624590530544264E-02 -5.852088129534793E-02 2.391215703329106E-02 2.013951620224079E-17 2.799785581373636E-16 -5.872084085095643E-16 -6.352414781264577E-19 8.514771498768516E-17 -3.012967762926161E-16 -5.023605875925627E-16 3.146203796914882E-17 -2.373979300121916E-19 1.682984752465001E-17 -4.637222445645268E-17 3.401045280728182E-17 3.875998486428715E-16 -6.606214919124416E-18 3.992215591731790E-16 -5.277796814786531E-17 2.366125194638758E-17 -3.145939821384573E-16 -1.001834857053554E-16 1.188611034368681E-16 
-5.267149526338252E-17 1.490370979140448E-16 -4.254630203676126E-17 -1.361626818805333E-16 -1.171875000000002E-01 1.467438419874036E-16 -1.943560120214712E-16 3.080101275340736E-16 8.840317166357952E-01 -2.707520261960289E-16 3.384743807718941E-16 3.125000000000005E-01 8.470218537492641E-17 -1.184067166357954E-01 3.906250000000014E-02 2.210990417787168E-16 1.224879588102489E-16 -2.787626055376934E-16 -3.253261703062539E-16 2.127979510629408E-16 -1.455533417857610E-16 -7.890646160335698E-16 5.785837681742119E-17 -8.377744607888778E-17 4.457507254176232E-17 7.362845985593973E-17 -1.618337849960969E-16 3.941031600128960E-16 5.202869779431870E-17 3.627030373238851E-16 -4.717331765337959E-17 8.925841250700343E-17 -3.371461111270720E-16 -1.026206491863315E-16 1.073024653816447E-16 
-1.000976562500001E-01 1.490370979140448E-16 -2.586375185916393E-16 2.145558414969463E-16 -1.144327236414074E-16 4.328909166473722E-01 1.691651778434155E-16 4.301785180430182E-17 -7.365374488828454E-17 8.007812500000004E-01 -4.617834722096640E-17 -7.296019471610631E-17 -1.936331041473719E-01 -2.149759305540532E-17 6.005859375000001E-02 5.906275669744696E-17 -4.371399199470250E-17 1.115050422150774E-16 1.607553795181214E-16 -8.642849370583170E-16 -2.218010731558919E-16 1.110572548294777E-16 -2.812957887086833E-16 -1.379518845203879E-16 1.484536359623354E-16 1.649695916807494E-16 8.805859424219426E-17 -5.301374139088621E-17 4.742042366467648E-16 -1.964259305468705E-17 1.227903185303746E-16 -2.487772812491236E-16 1.071608052714385E-17 -1.951895774172217E-16 1.316547296421006E-16 
2.605265865794016E-02 -6.184827005450576E-02 -7.945708432830668E-02 1.066998387408599E-01 -6.226960291904655E-02 -3.985056899413067E-02 7.120857004257307E-01 -2.561524820399259E-01 8.657604654014656E-02 3.655646984231922E-01 3.893396396038450E-01 -3.243672570405590E-02 -1.507409382742739E-01 -6.755762737641340E-02 6.399471729894472E-02 1.528864392424338E-16 -9.171888360421227E-17 1.385595134045247E-16 8.722003875872386E-17 -5.861574436454291E-16 -7.044164650745745E-16 2.042363093063486E-16 -1.277744228061253E-16 -9.888089894825805E-17 5.766121178730190E-17 5.869719213546941E-17 2.306863445188330E-16 -3.606414591716516E-17 4.090311331037621E-16 4.211067585112391E-17 1.190379500130968E-16 -2.030919332169884E-16 -6.765684847327192E-17 -1.977836114329580E-16 1.416914457085601E-16 
6.596277907341706E-02 -1.042014756840759E-01 -9.810626492459965E-03 -1.992742128639305E-02 1.179188265992356E-02 -1.264298207182691E-01 5.840094594057677E-01 9.989036817293936E-02 -1.992742128639316E-02 1.091119605711642E-01 5.840094594057677E-01 -9.810626492459810E-03 -1.264298207182690E-01 -1.042014756840761E-01 6.596277907341699E-02 1.026784925140553E-16 3.569267675200702E-17 3.984023618579689E-17 1.015101278708587E-16 -2.609330098905763E-16 -8.233726204717872E-16 -1.313229561396342E-17 -6.949616303848039E-17 -1.079776756949259E-16 2.830982696427143E-17 -4.235705904839572E-19 2.909326478213727E-16 -2.360418284533760E-17 2.213387390421015E-16 2.139853072456173E-16 1.225215669307566E-16 -1.365591582864800E-16 -1.404170057508954E-16 -1.976585787249640E-16 1.431898062689666E-16 
1.179188265992363E-02 -1.992742128639315E-02 -9.810626492460055E-03 -1.042014756840756E-01 6.596277907341683E-02 -1.992742128639318E-02 9.989036817293945E-02 5.840094594057674E-01 -1.264298207182689E-01 -9.810626492459814E-03 5.840094594057678E-01 1.091119605711641E-01 -1.042014756840759E-01 -1.264298207182692E-01 6.596277907341699E-02 -1.784665963269020E-17 2.927580445550256E-16 -1.344745130169066E-16 1.223630146599372E-16 6.185304951076761E-17 -8.768118312321398E-16 -2.518364366558366E-16 -1.167253102890511E-17 -1.879162550386047E-16 3.565325797874389E-17 -1.722244979726646E-16 2.717928291052835E-16 1.528196492159125E-16 1.210497667329408E-16 3.090874627887113E-16 1.288591787164115E-16 -7.976539510316026E-17 -1.870024871799304E-16 -1.986655820480262E-16 1.403708983735232E-16 
-6.226960291904689E-02 1.066998387408602E-01 -7.945708432830714E-02 -6.184827005450516E-02 2.605265865793993E-02 8.657604654014671E-02 -2.561524820399262E-01 7.120857004257306E-01 -3.985056899413048E-02 -3.243672570405585E-02 3.893396396038454E-01 3.655646984231920E-01 -6.755762737641333E-02 -1.507409382742741E-01 6.399471729894475E-02 9.781803234030405E-17 3.378768318688340E-16 -2.867297015237479E-16 1.167555461744188E-16 5.334184116412811E-17 -4.896833298816046E-16 -5.825019467714969E-16 -1.706002746882764E-16 -1.100592310149446E-16 6.788546263186510E-17 -1.190764718790020E-16 1.820045878253828E-16 1.925830576657228E-16 1.856729247647392E-17 3.802691600661309E-16 1.382402026637220E-16 -1.797525484554347E-17 -2.333717638108794E-16 -1.917155428412853E-16 1.343994316007897E-16 
-3.111532269380779E-16 2.142408282514394E-16 -2.661753220642712E-16 1.390958354451468E-16 -1.000976562500001E-01 2.500007597174187E-16 -3.810346418221478E-16 6.156750348999189E-16 4.328909166473719E-01 5.155551683060870E-17 6.940285693591192E-16 8.007812499999998E-01 -1.449026379647428E-17 -1.936331041473721E-01 6.005859375000001E-02 2.705301555291336E-16 1.146623649951848E-16 -5.575252110753871E-17 -4.464867683935123E-17 1.030570906555320E-16 -2.734781174339078E-16 -8.574675629432156E-16 -6.855023945284675E-17 -2.521986374922424E-16 9.423699857943219E-17 -3.780794380048223E-17 6.110424730258993E-17 2.127991770432101E-16 -1.285016334463548E-16 5.207749053248279E-16 1.441548117224228E-16 5.814690270637825E-17 -2.895985049515843E-16 -1.866827826892298E-16 1.275796457096465E-16 
-1.904002853947151E-16 1.583519165336726E-16 -1.897324714546985E-16 2.632765522718525E-16 -1.973294199824280E-16 1.968001686143139E-16 -6.418700086639632E-18 -1.569298159666747E-16 1.895038773749911E-17 1.000000000000000E+00 1.823682499622374E-16 3.589960010876063E-17 1.913253211715785E-16 -1.174640795209256E-16 9.672004972006002E-17 6.620896541520006E-17 4.146371012912657E-17 -8.362878166130795E-17 1.906493022583735E-16 -6.141803352793790E-16 -8.583020731075313E-18 9.473570764464135E-17 -6.228265415592596E-16 -9.284772059322007E-17 8.381901391131741E-17 9.399029214613204E-17 2.000961898079261E-17 -6.623992764473880E-17 5.582869968683147E-16 -5.507898177986881E-17 1.939213715040677E-16 -2.093389932122978E-16 2.779767125001121E-17 -2.373376902706314E-16 1.271625314669404E-16 
6.399471729894494E-02 -6.755762737641335E-02 -3.243672570405592E-02 8.657604654014667E-02 -6.226960291904655E-02 -1.507409382742739E-01 3.893396396038452E-01 -2.561524820399260E-01 1.066998387408597E-01 3.655646984231918E-01 7.120857004257306E-01 -7.945708432830655E-02 -3.985056899413053E-02 -6.184827005450580E-02 2.605265865794031E-02 1.716396619520513E-16 -1.419120261005348E-17 -6.545324199790378E-17 1.295947775801603E-16 -4.106895836616744E-16 -3.867498914335076E-16 1.871015414226526E-16 -3.921579791846802E-16 -1.797231102752383E-16 2.755331452874470E-18 -2.599802779787849E-17 9.474067401403217E-17 9.743971610541864E-18 5.442334939942574E-16 -3.658258040102586E-17 1.985444954418200E-16 -1.423097170161641E-16 -5.702502113914458E-17 -2.443466913256525E-16 1.344085956091244E-16 
